role,name,email,password,mobNumber,roleAssingedTo
user,203SMFA037,203SMFA037@gmail.com,Password@1234,9999999999,203SMFA037
user,203SMFA066,203SMFA066@gmail.com,Password@1234,9999999999,203SMFA066
user,203IN037,203IN037@gmail.com,Password@1234,9999999999,203IN037
user,203IN066,203IN066@gmail.com,Password@1234,9999999999,203IN066
user,203SV037,203SV037@gmail.com,Password@1234,9999999999,203SV037
user,203SV066,203SV066@gmail.com,Password@1234,9999999999,203SV066
user,203IA037,203IA037@gmail.com,Password@1234,9999999999,203IA037
user,203IA066,203IA066@gmail.com,Password@1234,9999999999,203IA066
user,203ER037,203ER037@gmail.com,Password@1234,9999999999,203ER037
user,203ER066,203ER066@gmail.com,Password@1234,9999999999,203ER066
user,203IT031,203IT031@gmail.com,Password@1234,9999999999,203IT031
user,202IT037,202IT037@gmail.com,Password@1234,9999999999,202IT037
user,201IN037,201IN037@gmail.com,Password@1234,9999999999,201IN037
user,201SV037,201SV037@gmail.com,Password@1234,9999999999,201SV037
user,203009,203009@gmail.com,Password@1234,9999999999,203009
user,203CE027,203CE027@gmail.com,Password@1234,9999999999,203CE027
user,203012,203012@gmail.com,Password@1234,9999999999,203012
user,203CH037,203CH037@gmail.com,Password@1234,9999999999,203CH037
user,203CH066,203CH066@gmail.com,Password@1234,9999999999,203CH066
user,071,071@gmail.com,Password@1234,9999999999,071
user,203VC027,203VC027@gmail.com,Password@1234,9999999999,203VC027
user,203VC046,203VC046@gmail.com,Password@1234,9999999999,203VC046
user,203LG031,203LG031@gmail.com,Password@1234,9999999999,203LG031
user,203CT037,203CT037@gmail.com,Password@1234,9999999999,203CT037
user,203CT066,203CT066@gmail.com,Password@1234,9999999999,203CT066
user,203LT037,203LT037@gmail.com,Password@1234,9999999999,203LT037
user,203LT066,203LT066@gmail.com,Password@1234,9999999999,203LT066
user,203SF037,203SF037@gmail.com,Password@1234,9999999999,203SF037
user,203SF066,203SF066@gmail.com,Password@1234,9999999999,203SF066
user,203DE031,203DE031@gmail.com,Password@1234,9999999999,203DE031
user,203BP037,203BP037@gmail.com,Password@1234,9999999999,203BP037
user,203BP066,203BP066@gmail.com,Password@1234,9999999999,203BP066
user,203GP037,203GP037@gmail.com,Password@1234,9999999999,203GP037
user,203GP066,203GP066@gmail.com,Password@1234,9999999999,203GP066
user,203DEFA037,203DEFA037@gmail.com,Password@1234,9999999999,203DEFA037
user,203DEFA066,203DEFA066@gmail.com,Password@1234,9999999999,203DEFA066
user,203DEBV037,203DEBV037@gmail.com,Password@1234,9999999999,203DEBV037
user,203DEBV066,203DEBV066@gmail.com,Password@1234,9999999999,203DEBV066
user,203DC037,203DC037@gmail.com,Password@1234,9999999999,203DC037
user,203DC066,203DC066@gmail.com,Password@1234,9999999999,203DC066
user,203HV037,203HV037@gmail.com,Password@1234,9999999999,203HV037
user,203HV066,203HV066@gmail.com,Password@1234,9999999999,203HV066
user,203LS037,203LS037@gmail.com,Password@1234,9999999999,203LS037
user,203LS066,203LS066@gmail.com,Password@1234,9999999999,203LS066
user,201PL020,201PL020@gmail.com,Password@1234,9999999999,201PL020
user,201PL060,201PL060@gmail.com,Password@1234,9999999999,201PL060
user,201PL021,201PL021@gmail.com,Password@1234,9999999999,201PL021
user,202PL037,202PL037@gmail.com,Password@1234,9999999999,202PL037
user,203PL037,203PL037@gmail.com,Password@1234,9999999999,203PL037
user,203PL066,203PL066@gmail.com,Password@1234,9999999999,203PL066
user,201LI037,201LI037@gmail.com,Password@1234,9999999999,201LI037
user,201LI066,201LI066@gmail.com,Password@1234,9999999999,201LI066
user,201LA037,201LA037@gmail.com,Password@1234,9999999999,201LA037
user,201LA066,201LA066@gmail.com,Password@1234,9999999999,201LA066
user,201TY037,201TY037@gmail.com,Password@1234,9999999999,201TY037
user,201053,201053@gmail.com,Password@1234,9999999999,201053
user,201072,201072@gmail.com,Password@1234,9999999999,201072
user,201047,201047@gmail.com,Password@1234,9999999999,201047
user,201022,201022@gmail.com,Password@1234,9999999999,201022
user,201SP004,201SP004@gmail.com,Password@1234,9999999999,201SP004
user,201SP020,201SP020@gmail.com,Password@1234,9999999999,201SP020
user,201BB013,201BB013@gmail.com,Password@1234,9999999999,201BB013
user,201CI013,201CI013@gmail.com,Password@1234,9999999999,201CI013
user,201DA013,201DA013@gmail.com,Password@1234,9999999999,201DA013
user,201FG013,201FG013@gmail.com,Password@1234,9999999999,201FG013
user,201FO013,201FO013@gmail.com,Password@1234,9999999999,201FO013
user,201GY013,201GY013@gmail.com,Password@1234,9999999999,201GY013
user,201HA013,201HA013@gmail.com,Password@1234,9999999999,201HA013
user,201JU013,201JU013@gmail.com,Password@1234,9999999999,201JU013
user,201MU013,201MU013@gmail.com,Password@1234,9999999999,201MU013
user,201SK013,201SK013@gmail.com,Password@1234,9999999999,201SK013
user,201SD013,201SD013@gmail.com,Password@1234,9999999999,201SD013
user,201SW013,201SW013@gmail.com,Password@1234,9999999999,201SW013
user,201SP066,201SP066@gmail.com,Password@1234,9999999999,201SP066
user,201038,201038@gmail.com,Password@1234,9999999999,201038
user,201KC041,201KC041@gmail.com,Password@1234,9999999999,201KC041
user,201KC024,201KC024@gmail.com,Password@1234,9999999999,201KC024
user,101020,101020@gmail.com,Password@1234,9999999999,101020
user,101041,101041@gmail.com,Password@1234,9999999999,101041
user,101024,101024@gmail.com,Password@1234,9999999999,101024
user,1022301020,1022301020@gmail.com,Password@1234,9999999999,1022301020
user,1022301064,1022301064@gmail.com,Password@1234,9999999999,1022301064
user,1022301024,1022301024@gmail.com,Password@1234,9999999999,1022301024
user,1022303020,1022303020@gmail.com,Password@1234,9999999999,1022303020
user,1022303064,1022303064@gmail.com,Password@1234,9999999999,1022303064
user,1022303024,1022303024@gmail.com,Password@1234,9999999999,1022303024
user,1022302020,1022302020@gmail.com,Password@1234,9999999999,1022302020
user,1022302064,1022302064@gmail.com,Password@1234,9999999999,1022302064
user,1022302024,1022302024@gmail.com,Password@1234,9999999999,1022302024
user,1032301020,1032301020@gmail.com,Password@1234,9999999999,1032301020
user,1032301064,1032301064@gmail.com,Password@1234,9999999999,1032301064
user,1032303020,1032303020@gmail.com,Password@1234,9999999999,1032303020
user,1032303064,1032303064@gmail.com,Password@1234,9999999999,1032303064
user,1032302020,1032302020@gmail.com,Password@1234,9999999999,1032302020
user,1032302064,1032302064@gmail.com,Password@1234,9999999999,1032302064
user,1042301020,1042301020@gmail.com,Password@1234,9999999999,1042301020
user,1042301064,1042301064@gmail.com,Password@1234,9999999999,1042301064
user,1042303020,1042303020@gmail.com,Password@1234,9999999999,1042303020
user,1042303064,1042303064@gmail.com,Password@1234,9999999999,1042303064
user,1042302020,1042302020@gmail.com,Password@1234,9999999999,1042302020
user,1042302064,1042302064@gmail.com,Password@1234,9999999999,1042302064
user,1052301020,1052301020@gmail.com,Password@1234,9999999999,1052301020
user,1052301064,1052301064@gmail.com,Password@1234,9999999999,1052301064
user,1052303020,1052303020@gmail.com,Password@1234,9999999999,1052303020
user,1052303064,1052303064@gmail.com,Password@1234,9999999999,1052303064
user,1052302020,1052302020@gmail.com,Password@1234,9999999999,1052302020
user,1052302064,1052302064@gmail.com,Password@1234,9999999999,1052302064
user,203SP031,203SP031@gmail.com,Password@1234,9999999999,203SP031
user,203MU037,203MU037@gmail.com,Password@1234,9999999999,203MU037
user,203CI037,203CI037@gmail.com,Password@1234,9999999999,203CI037
user,203DA037,203DA037@gmail.com,Password@1234,9999999999,203DA037
user,203FO037,203FO037@gmail.com,Password@1234,9999999999,203FO037
user,203HA037,203HA037@gmail.com,Password@1234,9999999999,203HA037
user,203JU037,203JU037@gmail.com,Password@1234,9999999999,203JU037
user,203SK037,203SK037@gmail.com,Password@1234,9999999999,203SK037
user,203SD037,203SD037@gmail.com,Password@1234,9999999999,203SD037
user,203SW037,203SW037@gmail.com,Password@1234,9999999999,203SW037
user,203BB037,203BB037@gmail.com,Password@1234,9999999999,203BB037
user,203FG037,203FG037@gmail.com,Password@1234,9999999999,203FG037
user,203GY037,203GY037@gmail.com,Password@1234,9999999999,203GY037
user,203SPLD037,203SPLD037@gmail.com,Password@1234,9999999999,203SPLD037
user,203SPLD066,203SPLD066@gmail.com,Password@1234,9999999999,203SPLD066
user,203SPQA037,203SPQA037@gmail.com,Password@1234,9999999999,203SPQA037
user,203QA066,203QA066@gmail.com,Password@1234,9999999999,203QA066
user,203SPSP037,203SPSP037@gmail.com,Password@1234,9999999999,203SPSP037
user,203SPSP066,203SPSP066@gmail.com,Password@1234,9999999999,203SPSP066
user,203TO037,203TO037@gmail.com,Password@1234,9999999999,203TO037
user,203TO066,203TO066@gmail.com,Password@1234,9999999999,203TO066
user,203EV037,203EV037@gmail.com,Password@1234,9999999999,203EV037
user,203EV066,203EV066@gmail.com,Password@1234,9999999999,203EV066
user,203SPFA037,203SPFA037@gmail.com,Password@1234,9999999999,203SPFA037
user,203SPFA066,203SPFA066@gmail.com,Password@1234,9999999999,203SPFA066
user,203SP037,203SP037@gmail.com,Password@1234,9999999999,203SP037
user,201HO056,201HO056@gmail.com,Password@1234,9999999999,201HO056
user,201HO074,201HO074@gmail.com,Password@1234,9999999999,201HO074
user,201HO070,201HO070@gmail.com,Password@1234,9999999999,201HO070
user,203AO031,203AO031@gmail.com,Password@1234,9999999999,203AO031
user,203AO037,203AO037@gmail.com,Password@1234,9999999999,203AO037
user,101AO037,101AO037@gmail.com,Password@1234,9999999999,101AO037
user,101AO066,101AO066@gmail.com,Password@1234,9999999999,101AO066
user,102AO037,102AO037@gmail.com,Password@1234,9999999999,102AO037
user,102AO066,102AO066@gmail.com,Password@1234,9999999999,102AO066
user,103AO037,103AO037@gmail.com,Password@1234,9999999999,103AO037
user,103AO066,103AO066@gmail.com,Password@1234,9999999999,103AO066
user,104AO037,104AO037@gmail.com,Password@1234,9999999999,104AO037
user,104AO066,104AO066@gmail.com,Password@1234,9999999999,104AO066
user,105AO037,105AO037@gmail.com,Password@1234,9999999999,105AO037
user,105AO066,105AO066@gmail.com,Password@1234,9999999999,105AO066
user,203AC027,203AC027@gmail.com,Password@1234,9999999999,203AC027
user,203AC031,203AC031@gmail.com,Password@1234,9999999999,203AC031
user,203AC037,203AC037@gmail.com,Password@1234,9999999999,203AC037
user,203AC066,203AC066@gmail.com,Password@1234,9999999999,203AC066
user,203CR037,203CR037@gmail.com,Password@1234,9999999999,203CR037
user,203CR066,203CR066@gmail.com,Password@1234,9999999999,203CR066
user,203AC018,203AC018@gmail.com,Password@1234,9999999999,203AC018
user,203VB037,203VB037@gmail.com,Password@1234,9999999999,203VB037
user,203VB066,203VB066@gmail.com,Password@1234,9999999999,203VB066
user,203CO031,203CO031@gmail.com,Password@1234,9999999999,203CO031
user,203CP037,203CP037@gmail.com,Password@1234,9999999999,203CP037
user,203CP005,203CP005@gmail.com,Password@1234,9999999999,203CP005
user,203CP015,203CP015@gmail.com,Password@1234,9999999999,203CP015
user,203CP068,203CP068@gmail.com,Password@1234,9999999999,203CP068
user,203COQA037,203COQA037@gmail.com,Password@1234,9999999999,203COQA037
user,203QA005,203QA005@gmail.com,Password@1234,9999999999,203QA005
user,203QA017,203QA017@gmail.com,Password@1234,9999999999,203QA017
user,203QA022,203QA022@gmail.com,Password@1234,9999999999,203QA022
user,203QA055,203QA055@gmail.com,Password@1234,9999999999,203QA055
user,203COCD037,203COCD037@gmail.com,Password@1234,9999999999,203COCD037
user,203COCD037,203COCD037@gmail.com,Password@1234,9999999999,203COCD037
user,203CD005,203CD005@gmail.com,Password@1234,9999999999,203CD005
user,203CD063,203CD063@gmail.com,Password@1234,9999999999,203CD063
user,203CD016,203CD016@gmail.com,Password@1234,9999999999,203CD016
user,101CO031,101CO031@gmail.com,Password@1234,9999999999,101CO031
user,101CO037,101CO037@gmail.com,Password@1234,9999999999,101CO037
user,101CO005,101CO005@gmail.com,Password@1234,9999999999,101CO005
user,101CO063,101CO063@gmail.com,Password@1234,9999999999,101CO063
user,101CO029,101CO029@gmail.com,Password@1234,9999999999,101CO029
user,101CO055,101CO055@gmail.com,Password@1234,9999999999,101CO055
